"","","",""
"","total","",""
"Fire","mean","sd","std.error"
"No Burn","-0.0625","0.6781","0.2397"
"Late-Spring"," 2.9750","4.1921","1.4821"
"Winter","-0.4000","0.4629","0.1637"
