"","","",""
"","Change_abundance","",""
"Fire","mean","sd","std.error"
"No Burn"," 1.225","2.7238","0.96302"
"Late-Spring"," 1.663","2.2633","0.80021"
"Winter","-0.200","0.2138","0.07559"
