"","","",""
"","total","",""
"Fire","mean","sd","std.error"
"No Burn","-0.30"," 0.6928","0.2449"
"Late-Spring","24.27","19.8094","7.0037"
"Winter"," 0.55"," 1.2036","0.4255"
