"","","",""
"","Change_abundance","",""
"Fire","mean","sd","std.error"
"No Burn","-15.8","20.83"," 7.364"
"Late-Spring"," -8.5","32.79","11.591"
"Winter","  1.5","13.61"," 4.811"
