"","","",""
"","Change_abundance","",""
"Fire","mean","sd","std.error"
"No Burn","31.363","27.4032","9.68850"
"Late-Spring"," 0.000"," 0.0000","0.00000"
"Winter","-0.075"," 0.1753","0.06196"
