Date,Temp Max,Temp Ave,Temp Min,Precip Total
3/17/2023,82.0,66.3,50.0,0.00
3/18/2023,73.0,63.6,49.0,0.00
3/19/2023,63.0,53.1,46.0,0.26
3/20/2023,62.0,49.7,39.0,0.00
3/21/2023,71.0,56.6,37.0,0.00
3/22/2023,81.0,67.3,60.0,0.00
3/23/2023,85.0,69.9,55.0,0.00
3/24/2023,86.0,70.3,56.0,0.00
3/25/2023,86.0,73.9,60.0,0.00
3/26/2023,88.0,76.3,69.0,0.00
3/27/2023,86.0,71.8,65.0,0.00
3/28/2023,84.0,72.3,65.0,0.00
3/29/2023,74.0,65.6,59.0,0.01
3/30/2023,78.0,64.7,51.0,0.00
3/31/2023,84.0,68.7,53.0,0.00
4/1/2023,85.0,73.4,60.0,0.00
4/2/2023,81.0,71.0,67.0,0.00
4/3/2023,88.0,79.1,68.0,0.00
4/4/2023,90.0,84.0,75.0,0.00
4/5/2023,90.0,79.0,70.0,0.00
4/6/2023,89.0,75.5,66.0,0.00
4/7/2023,88.0,73.7,64.0,0.00
4/8/2023,80.0,72.7,68.0,0.40
4/9/2023,67.0,59.0,52.0,0.37
4/10/2023,70.0,63.6,59.0,0.00
4/11/2023,76.0,65.7,59.0,0.00
4/12/2023,76.0,67.8,60.0,0.00
4/13/2023,85.0,74.7,67.0,0.00
4/14/2023,87.0,70.7,64.0,0.00
4/15/2023,85.0,73.1,57.0,0.00
4/16/2023,86.0,74.6,65.0,0.00
4/17/2023,79.0,68.5,52.0,0.07
4/18/2023,82.0,63.7,45.0,0.00
4/19/2023,81.0,65.8,48.0,0.00
4/20/2023,84.0,68.5,53.0,0.00
4/21/2023,86.0,69.6,52.0,0.00
4/22/2023,86.0,72.4,61.0,0.00
4/23/2023,82.0,71.3,61.0,0.00
4/24/2023,77.0,67.7,57.0,0.00
4/25/2023,84.0,68.7,62.0,0.01
4/26/2023,86.0,72.7,61.0,0.24
4/27/2023,84.0,70.1,64.0,0.02
4/28/2023,85.0,72.3,63.0,2.45
4/29/2023,83.0,72.4,67.0,0.00
4/30/2023,78.0,71.6,65.0,0.65
5/1/2023,82.0,70.5,56.0,0.00
5/2/2023,83.0,71.1,62.0,0.00
5/3/2023,81.0,70.0,62.0,0.00
5/4/2023,84.0,69.2,54.0,0.00
5/5/2023,82.0,69.7,53.0,0.00
5/6/2023,80.0,71.7,63.0,0.00
5/7/2023,82.0,71.8,58.0,0.00
5/8/2023,88.0,69.0,60.0,0.00
5/9/2023,87.0,74.6,65.0,0.00
5/10/2023,92.0,76.0,70.0,0.00
5/11/2023,88.0,76.5,70.0,0.09
5/12/2023,90.0,73.5,67.0,0.09
5/13/2023,86.0,73.2,66.0,1.22
5/14/2023,88.0,76.8,66.0,0.00
5/15/2023,87.0,76.1,65.0,0.00
5/16/2023,88.0,73.0,65.0,0.00
5/17/2023,88.0,78.2,68.0,0.39
5/18/2023,85.0,75.4,66.0,0.00
5/19/2023,89.0,75.3,69.0,0.00
5/20/2023,90.0,76.8,67.0,0.00
5/21/2023,89.0,75.8,67.0,0.00
5/22/2023,85.0,74.3,70.0,1.58
5/23/2023,83.0,73.2,69.0,0.16
5/24/2023,81.0,74.7,67.0,0.32
5/25/2023,84.0,73.5,64.0,0.00
5/26/2023,75.0,70.5,65.0,0.00
5/27/2023,77.0,66.3,58.0,0.00
5/28/2023,82.0,74.9,63.0,0.00
5/29/2023,84.0,74.0,59.0,0.00
5/30/2023,87.0,75.5,64.0,0.00
5/31/2023,86.0,77.3,69.0,0.00
6/1/2023,85.0,76.2,70.0,0.00
6/2/2023,85.0,75.6,68.0,0.01
6/3/2023,89.0,75.1,66.0,0.00
6/4/2023,86.0,74.8,68.0,0.00
6/5/2023,87.0,75.5,68.0,0.00
6/6/2023,90.0,77.2,61.0,0.00
6/7/2023,88.0,77.3,68.0,0.00
6/8/2023,91.0,79.0,68.0,0.00
6/9/2023,91.0,74.3,68.0,0.00
6/10/2023,87.0,73.2,67.0,0.26
6/11/2023,91.0,69.1,67.0,1.25
6/12/2023,91.0,80.0,68.0,0.00
6/13/2023,93.0,82.5,74.0,0.00
6/14/2023,92.0,78.9,68.0,0.00
6/15/2023,88.0,71.8,67.0,1.33
6/16/2023,88.0,76.5,69.0,1.45
6/17/2023,89.0,76.9,71.0,0.07
6/18/2023,92.0,77.6,70.0,0.41
6/19/2023,90.0,81.3,72.0,0.00
6/20/2023,87.0,74.5,70.0,2.32
6/21/2023,82.0,74.7,69.0,0.04
6/22/2023,79.0,72.1,68.0,1.90
6/23/2023,87.0,75.0,70.0,1.67
6/24/2023,89.0,79.7,71.0,0.89
6/25/2023,93.0,79.8,72.0,0.17
6/26/2023,92.0,82.6,74.0,0.00
6/27/2023,94.0,83.1,75.0,0.00
6/28/2023,94.0,84.1,79.0,0.00
6/29/2023,95.0,84.4,73.0,0.00
6/30/2023,94.0,81.8,71.0,0.00
7/1/2023,93.0,81.6,71.0,0.00
7/2/2023,96.0,83.8,73.0,0.00
7/3/2023,97.0,84.5,74.0,0.00
7/4/2023,95.0,84.3,75.0,0.00
7/5/2023,94.0,84.9,76.0,0.00
7/6/2023,94.0,84.3,76.0,0.00
7/7/2023,92.0,80.2,73.0,0.00
7/8/2023,93.0,83.2,74.0,0.20
7/9/2023,92.0,83.2,78.0,0.00
7/10/2023,88.0,79.8,75.0,0.10
7/11/2023,88.0,81.7,76.0,0.00
7/12/2023,94.0,82.4,74.0,0.02
7/13/2023,93.0,82.4,73.0,0.01
7/14/2023,90.0,80.6,74.0,0.00
7/15/2023,88.0,80.8,75.0,0.23
7/16/2023,91.0,81.5,76.0,0.49
7/17/2023,92.0,80.6,75.0,0.03
7/18/2023,94.0,83.4,73.0,0.54
7/19/2023,93.0,82.3,73.0,0.00
7/20/2023,95.0,84.5,74.0,0.11
7/21/2023,95.0,85.6,76.0,0.00
7/22/2023,95.0,82.1,74.0,0.00
7/23/2023,87.0,78.5,73.0,0.37
7/24/2023,90.0,80.4,74.0,0.21
7/25/2023,88.0,78.7,72.0,0.00
7/26/2023,94.0,81.0,69.0,0.03
7/27/2023,90.0,79.5,73.0,0.04
7/28/2023,90.0,79.0,75.0,0.00
7/29/2023,91.0,79.6,73.0,0.89
7/30/2023,96.0,79.5,72.0,0.00
7/31/2023,91.0,78.2,72.0,0.74
8/1/2023,93.0,80.5,72.0,0.10
8/2/2023,91.0,80.8,72.0,0.69
8/3/2023,94.0,82.6,74.0,0.00
8/4/2023,93.0,79.4,75.0,0.00
8/5/2023,90.0,80.8,75.0,0.18
8/6/2023,94.0,83.5,75.0,0.01
8/7/2023,95.0,85.1,77.0,0.00
8/8/2023,96.0,86.6,77.0,0.00
8/9/2023,94.0,86.6,78.0,0.00
8/10/2023,95.0,85.9,78.0,0.00
8/11/2023,97.0,86.2,76.0,0.01
8/12/2023,98.0,86.6,78.0,0.00
8/13/2023,98.0,87.5,76.0,0.00
8/14/2023,97.0,81.8,76.0,0.00
8/15/2023,91.0,80.4,74.0,0.77
8/16/2023,89.0,79.0,75.0,1.09
8/17/2023,90.0,78.3,73.0,0.19
8/18/2023,91.0,79.7,74.0,0.33
8/19/2023,95.0,82.8,73.0,0.07
8/20/2023,90.0,80.1,76.0,0.00
8/21/2023,93.0,80.7,75.0,0.27
8/22/2023,93.0,78.4,75.0,0.00
8/23/2023,94.0,82.9,74.0,0.00
8/24/2023,92.0,82.8,75.0,0.00
8/25/2023,93.0,82.2,70.0,0.00
8/26/2023,95.0,83.7,76.0,0.00
8/27/2023,93.0,82.3,71.0,0.00
8/28/2023,92.0,83.0,75.0,0.00
8/29/2023,92.0,80.4,76.0,0.29
8/30/2023,86.0,79.2,76.0,0.85
8/31/2023,90.0,80.1,72.0,0.49
9/1/2023,90.0,78.8,74.0,0.90
9/2/2023,86.0,78.5,73.0,3.07
9/3/2023,90.0,78.7,70.0,0.14
9/4/2023,90.0,78.5,67.0,0.00
9/5/2023,88.0,76.4,65.0,0.00
9/6/2023,93.0,80.5,69.0,0.00
9/7/2023,91.0,79.2,70.0,0.00
9/8/2023,81.0,76.6,71.0,0.00
9/9/2023,86.0,76.4,67.0,0.01
9/10/2023,91.0,78.9,69.0,0.07
9/11/2023,93.0,78.4,72.0,0.00
9/12/2023,93.0,79.0,68.0,0.11
9/13/2023,92.0,79.9,72.0,0.00
9/14/2023,95.0,82.0,73.0,0.00
9/15/2023,90.0,79.4,71.0,0.00
9/16/2023,87.0,79.2,73.0,0.04
9/17/2023,92.0,80.9,72.0,0.00
9/18/2023,88.0,77.3,66.0,0.00
9/19/2023,88.0,74.8,63.0,0.00
9/20/2023,89.0,78.4,67.0,0.00
9/21/2023,90.0,79.0,71.0,0.00
9/22/2023,87.0,75.6,64.0,0.55
9/23/2023,86.0,72.7,60.0,0.00
9/24/2023,88.0,74.1,60.0,0.00
9/25/2023,91.0,76.4,63.0,0.00
9/26/2023,90.0,79.0,71.0,0.00
9/27/2023,84.0,76.9,73.0,0.00
9/28/2023,78.0,73.9,71.0,0.02
9/29/2023,86.0,75.8,69.0,0.00
9/30/2023,84.0,77.2,72.0,0.00
10/1/2023,85.0,76.4,70.0,0.00
10/2/2023,86.0,74.9,69.0,0.00
10/3/2023,86.0,74.6,66.0,0.00
10/4/2023,87.0,76.9,70.0,0.00
10/5/2023,89.0,76.4,70.0,0.00
10/6/2023,87.0,74.1,68.0,0.00
10/7/2023,86.0,75.7,67.0,0.00
10/8/2023,76.0,64.6,55.0,0.00
10/9/2023,75.0,60.8,50.0,0.00
10/10/2023,82.0,64.7,47.0,0.00
10/11/2023,80.0,71.3,65.0,0.00
10/12/2023,86.0,76.6,70.0,2.86
10/13/2023,87.0,77.3,70.0,0.87
10/14/2023,80.0,74.1,69.0,0.00
10/15/2023,76.0,68.9,61.0,0.00
10/16/2023,69.0,61.3,54.0,0.00
10/17/2023,71.0,57.5,48.0,0.00
10/18/2023,76.0,60.4,44.0,0.00
10/19/2023,78.0,64.3,51.0,0.00
10/20/2023,81.0,67.3,54.0,0.00
10/21/2023,81.0,69.7,55.0,0.00
10/22/2023,84.0,68.0,53.0,0.00
10/23/2023,83.0,69.5,58.0,0.00
10/24/2023,82.0,70.8,63.0,0.00
10/25/2023,86.0,71.1,62.0,0.00
10/26/2023,82.0,72.8,64.0,0.00
10/27/2023,84.0,72.3,62.0,0.00
10/28/2023,85.0,70.0,60.0,0.00
10/29/2023,86.0,71.0,63.0,0.00
10/30/2023,84.0,66.1,59.0,0.00
10/31/2023,85.0,68.8,63.0,0.00
11/1/2023,68.0,60.3,50.0,0.00
11/2/2023,74.0,57.7,42.0,0.00
11/3/2023,75.0,64.2,54.0,0.00
11/4/2023,78.0,65.6,55.0,0.00
11/5/2023,80.0,61.7,48.0,0.00
11/6/2023,80.0,61.3,44.0,0.00
11/7/2023,82.0,63.2,49.0,0.00
11/8/2023,82.0,63.3,46.0,0.00
11/9/2023,83.0,63.8,32.0,0.00
11/10/2023,86.0,71.7,60.0,0.97
11/11/2023,88.0,71.8,65.0,0.00
11/12/2023,67.0,63.8,61.0,0.00
11/13/2023,66.0,61.9,59.0,0.00
11/14/2023,72.0,66.2,62.0,0.00
11/15/2023,72.0,69.1,66.0,0.63
11/16/2023,71.0,68.6,68.0,0.06
11/17/2023,74.0,69.8,68.0,0.52
11/18/2023,80.0,70.6,60.0,0.11
11/19/2023,80.0,66.6,57.0,0.00
11/20/2023,81.0,64.9,57.0,0.00
11/21/2023,80.0,71.4,66.0,0.00
11/22/2023,77.0,69.8,53.0,0.00
11/23/2023,63.0,54.4,45.0,0.00
11/24/2023,62.0,56.0,53.0,0.01
11/25/2023,70.0,60.6,50.0,0.01
11/26/2023,65.0,62.9,60.0,0.02
11/27/2023,66.0,58.5,50.0,1.03
11/28/2023,60.0,48.8,40.0,0.00
11/29/2023,62.0,46.0,36.0,0.00
11/30/2023,70.0,53.4,34.0,0.00
